{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429954447.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954448.0	['historic', 'dharahara', 'tower', 'collapses', 'nepal', 'earthquake']
1429954449.0	['historic', 'dharahara', 'tower', 'collapses', 'nepal', 'earthquake']
1429954483.0	['hoping', 'relief', 'arrives', 'soon', 'destruction', 'unimaginable']
1429954488.0	['jonasbendiksen', '2005', 'view', 'kathmandu', 'bhimsen', 'tower', 'one', 'buildi']
1429954493.0	['earthquake', 'destroyed', '19th', 'century', 'tower', 'capital', 'kathmandu']
1429954508.0	['nepal', 'earthquake', 'relief', 'fund', 'via']
1429954515.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954516.0	['dharahara', 'tower', 'destroyed', 'earthquake', 'nepal', 'today']
1429954531.0	['nepal', 'quake', 'photos', 'show', 'historic', 'buildings', 'reduced', 'rubble', 'survivor', 'search', 'continues']
1429954546.0	['timesnow', 'iaf', 'il', '76', 'aircraft', 'en', 'route', 'kathmandu', 'mod', 'nepal', 'earthquake', 'relief', 'operations']
1429954548.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429954561.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954562.0	['google', 'launches', 'person', 'finder', 'nepal', 'earthquake']
1429954564.0	['earthquake', 'nepal', 'air', 'india', 'indigo', 'spicejet', 'put', 'flights', 'kathmandu', 'airport', 'hold', 'gurgaon', 'based', 'indig']
1429954565.0	['google', 'set', 'person', 'finder', 'looking', 'information', 'someone']
1429954575.0	['go', 'criticising', 'goi', 'working', 'hard']
1429954602.0	['il', '76', 'aircraft', 'en', 'route', 'kathmandu', 'mea', 'nepal', 'earthquake', 'relief', 'operations']
1429954602.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954602.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954603.0	['happy', 'sending', 'relief', 'material']
1429954612.0	['high', 'rise', 'buildings', 'chennai', 'shook', 'city', 'experienced', 'intensity', 'three', 'seismic', 'wave', 'following', 'high', 'magnitude', 'nepal', 'quake']
1429954618.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'via']
1429954623.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'new', 'york', 'times']
1429954632.0	['iaf', 'il', '76', 'aircraft', 'en', 'route', 'kathmandu', 'mod', 'nepal', 'earthquake', 'relief', 'operations']
1429954633.0	['accredited', 'relief', 'orgs', 'email', 'earthquakerelief', 'transport', 'emergency', 'relief', 'supplies', 'doctors', 'charge']
1429954638.0	['far', 'one', 'fb', 'page', 'solid', 'work', 'rescue', 'relief', 'efforts']
1429954672.0	['nepal', 'red', 'cross', 'blood', 'bank', 'line', 'much', 'relief', 'yet', 'requires', 'proper', 'documentation', 'buy', 'blood', 'ev']
1429954676.0	['wall', 'street', 'journal', 'destruction', 'tower', 'ktm', '1934', 'amp', 'today']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429954685.0	['carry', 'relief', 'materials', 'next', 'week', 'free', 'charge']
1429954688.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954690.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954695.0	['nepal', 'earthquake', 'launching', 'relief', 'mission', 'nepal', 'also', 'despatching', 'aid', 'items', 'uk']
1429954696.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954724.0	['help', 'give', 'relief', 'fund', 'raise', 'funds']
1429954726.0	['far', 'one', 'fb', 'page', 'solid', 'work', 'rescue', 'relief', 'efforts']
1429954727.0	['airport', 'shut', 'flights', 'diverted', 'flights', 'diverted', 'india', 'updates']
1429954740.0	['historic', 'dharahara', 'tower', 'collapses', 'nepal', 'earthquake']
1429954741.0	['iaf', 'il', '76', 'aircraft', 'en', 'route', 'mea', 'relief', 'operations']
1429954743.0	['top', 'story', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'see']
1429954747.0	['dozens', 'trapped', 'inside', 'collapsed', 'tower', 'local', 'media']
1429954747.0	['top', 'story', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'see']
1429954755.0	['timesnow', 'iaf', 'il', '76', 'aircraft', 'en', 'route', 'kathmandu', 'mod', 'nepal', 'earthquake', 'relief', 'operations']
1429954756.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'new', 'york', 'times']
1429954760.0	['kathmandu', 'airport', 'shut', 'flights', 'india', 'cancelled', 'via']
1429954761.0	['top', 'story', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'see']
1429954776.0	['nepal', 'earthquake', 'launching', 'relief', 'mission', 'nepal', 'also', 'despatching', 'aid', 'items', 'uk', 'http']
1429954781.0	['iaf', 'il', '76', 'aircraft', 'en', 'route', 'kathmandu', 'mod', 'nepal', 'earthquake', 'relief', 'operations']
1429954791.0	['tragic', 'magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954792.0	['top', 'story', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'see']
1429954793.0	['share', 'spread', 'help', 'google', 'person', 'finder']
1429954793.0	['please', 'help', 'nepal', 'donating', 'relief', 'efforts', 'much', 'needed', 'appreciated']
1429954799.0	['photo', 'sanjamac', 'norman', 'reedus', 'supports', 'nepal', 'earthquake', 'relief', 'fund', 'help', 'cause', 'go']
1429954800.0	['iconic', 'dharara', 'tower']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429954806.0	['top', 'story', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'see']
1429954810.0	['share', 'spread', 'help', 'google', 'person', 'finder']
1429954817.0	['devastating', 'magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954817.0	['friend', 'air', 'vice', 'marshal', 'pradeep', 'kharbanda', 'co', 'ordinates', 'india', 'medical', 'relief', 'earthquake']
1429954817.0	['unimaginable', 'disaster', 'nepal', 'entire', 'buildings', 'leveled', 'quake', 'death', 'toll', '900']
1429954818.0	['darahara', 'tower', 'kathmandu', 'earthquake', 'alamy', 'amp', 'afp', 'getty']
1429954843.0	['iaf', 'il', '76', 'aircraft', 'en', 'route', 'mod', 'earthquake', 'relief', 'operations']
1429954843.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'new', 'york', 'times']
1429954844.0	['magnitude', 'kills', 'hundreds', 'levels', 'buildings']
1429954852.0	['nepal', 'earthquake', 'avalanche', 'everest', 'risks', 'climbers', 'historic', 'dharahara', 'tower', 'collapses']
1429954857.0	['great', 'initiative', 'finder']
1429954865.0	['many', 'historical', 'sites', 'buildings', 'nepal', 'withstand', 'strong', 'earthquake', 'nepal', 'might', 'need', 'fund', 'amp', 'expertise', 'rebuild']
1429954869.0	['several', 'villages', 'gorkha', 'suffered', 'catastrophic', 'damage', 'cut', 'cities']
1429954870.0	['carry', 'relief', 'material']
1429954873.0	['share', 'spread', 'help', 'google', 'person', 'finder']
1429954874.0	['iaf', 'il', '76', 'aircraft', 'en', 'route', 'kathmandu', 'mod', 'nepal', 'earthquake', 'relief', 'operations']
1429954874.0	['180', 'bodies', 'recovered', 'debris', 'nepal', 'historic', 'tower']
1429954910.0	['google', 'set', 'person', 'finder', 'looking', 'info', 'abt', 'some1']
1429954917.0	['mt', 'person', 'finder', 'launced', 'help', 'track', 'missing', 'persons', 'earthquake']
1429954922.0	['great', 'initiative', 'finder']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429954927.0	['nepal', 'quake', 'photos', 'show', 'historic', 'buildings', 'reduced', 'rubble', 'survivor', 'search', 'continues']
1429954930.0	['happy', 'sending', 'relief', 'material']
1429954935.0	['nepal', 'earthquake', 'relief', 'fund', 'globalgiving']
1429954937.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429954939.0	['unimaginable', 'disaster', 'nepal', 'entire', 'buildings', 'leveled', 'quake', 'death', 'toll', '900', 'http']
1429954941.0	['timesnow', 'iaf', 'il', '76', 'aircraft', 'en', 'route', 'kathmandu', 'mod', 'nepal', 'earthquake', 'relief', 'operations']
1429954946.0	['please', 'help', 'nepal', 'donating', 'relief', 'efforts', 'much', 'needed', 'ap']
1429954968.0	['please', 'help', 'fund', 'relief', 'activities']
1429954971.0	['latest', 'headlines', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'see']
1429954972.0	['indian', 'railway', 'dispatched', 'lakh', 'bottles', 'rail', 'neer', 'mineral', 'water', 'bottles', 'kathmandu', 'relief']
1429954997.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'via']
1429954998.0	['ttw', 'today', 'news', 'magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955028.0	['pakistan', 'step', 'forward', 'send', 'relief', 'items', 'nepal']
1429955034.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955040.0	['help', 'give', 'nepal', 'earthquake', 'relief', 'fund', 'raise', 'funds']
1429955041.0	['wonder', 'poor', 'kumari', 'devi', 'many', 'buildings', 'around', 'home', 'kumari', 'ghar', 'destroyed']
1429955044.0	['nepal', 'earthquake', 'hundreds', 'die', 'many', 'feared', 'trapped', 'kathmandu', 'landmark', 'dharahara', 'tower', 'earthquake']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429955061.0	['first', 'photos', 'showed', 'major', 'damage', 'buildings', 'amp', 'structures', 'death', 'toll', 'grows']
1429955087.0	['historic', 'tower', 'collapses', 'devastating', 'earthquake', 'hits', 'nepal']
1429955105.0	['rescue', 'workers', 'onlookers', 'gather', 'ruins', 'kathmandu', 'historic', 'darahara', 'tower', 'collapses', 'quake']
1429955111.0	['google', 'provided', 'person', 'finder', 'nepal', 'earthquake']
1429955114.0	['nice', 'google', 'launches', 'person', 'finder', 'nepal', 'earthquake']
1429955123.0	['techtime', 'pls', 'share', 'spread', 'help', 'google', 'person', 'finder']
1429955123.0	['hope', 'helps']
1429955126.0	['tweet', 'nepal', 'earthquake', 'relief', 'fund', 'globalgiving']
1429955148.0	['help', 'give', 'nepal', 'earthquake', 'relief', 'fund', 'raise', 'funds']
1429955154.0	['help', 'give', 'nepal', 'earthquake', 'relief', 'fund', 'raise', 'funds']
1429955154.0	['rti', 'pms', 'relief', 'fund', 'reveals', 'private', 'body']
1429955155.0	['nepal', 'earthquake', 'topples', 'buildings', 'killing', '876']
1429955157.0	['saturday', 'earthquake', 'collapsed', 'nepal', 'nine', 'story', 'dharahara', 'tower', 'built', '1832']
1429955158.0	['india', 'rushes', 'ndrf', 'personnel', 'relief', 'material', 'nepal']
1429955160.0	['humanitarian', 'emergency', 'requires', 'internationally', 'coordinated', 'relief', 'effort', 'eu', 'prepared', 'support', 'http']
1429955163.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955163.0	['inexpensive', 'chicago', 'witnesses', 'buildings', 'collapse', 'nepal', 'capital', 'quake', 'gopal', 'sharma']
1429955176.0	['deep', 'condolences', 'nepal', 'singapore', 'sending', 'search', 'amp', 'rescue', 'disaster', 'relief', 'contingents', 'well', 'financial', 'aid']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429955207.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955216.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'new', 'york', 'times']
1429955217.0	['kills', 'hundreds', 'levels', 'buildings']
1429955219.0	['person', 'finder', 'help', 'track', 'missing', 'displaced', 'persons']
1429955224.0	['news', 'buildings', 'collapse', 'nepal', 'capital', 'magnitude', 'quake', 'pokhara']
1429955242.0	['strong', 'earthquake', 'aftershocks', 'shake', 'nepal', 'toppling', 'buildings', 'injuring', 'scores', 'see', 'photos']
1429955268.0	['please', 'consider', 'donating', 'humanitarian', 'relief', 'efforts', 'help', 'nepalese', 'affected', 'earthquake']
1429955284.0	['new', 'york', 'times', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'sending', 'wishes', 'might', 'affected']
1429955292.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429955328.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955335.0	['relief', 'fund']
1429955340.0	['historic', 'dharahara', 'tower', 'collapses', 'nepal', 'earthquake', 'devastating', 'magnitude', 'earthquake', 'hufpo']
1429955343.0	['historic', 'dharahara', 'tower', 'collapses', 'nepal', 'earthquake']
1429955344.0	['pics', 'buildings', 'collapse', 'major', 'earthquake', 'nepal']
1429955349.0	['google', 'launches', 'person', 'finder', '2015']
1429955351.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955353.0	['un', 'development', 'program', 'aftershocks', 'affected', 'nearly', '40', 'percent', 'country', 'major', 'int', 'relief', 'effort', 'needed']
1429955353.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'new', 'york', 'times']
1429955357.0	['historic', 'dharahara', 'tower', 'collapses', 'nepal', 'earthquake']
1429955362.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955387.0	['nepal', 'quake', 'homes', 'offices', 'historic', 'buildings', 'flattened', 'earthquake', 'rocks', 'capital', 'via']
1429955387.0	['google', 'person', 'finder', 'launced', 'earthquake']
1429955393.0	['latest', 'news', 'era', 'appeal', 'nepal', 'earthquake', 'saturday', 'april', '25', '2015', 'launching', 'elim', 'relief', 'appea']
1429955394.0	['google', 'person', 'finder', 'service', 'nepal', 'earth', 'fast']
1429955401.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955403.0	['massive', 'relief', 'operations', 'saluting', 'priceless', 'praises']
1429955404.0	['historic', 'dharahara', 'tower', 'collapses', 'nepal', 'earthquake']
1429955414.0	['destruction', 'dharahara', 'tower', 'natural', 'disaster', 'shame', 'destruction', 'historical', 'sites', 'man', 'unforgivable']
1429955420.0	['sir', 'please', 'give', 'support', 'relief', 'fund', 'nepal', 'otherwise', 'cristian', 'missionary', 'may', 'take', 'advantage', 'start', 'conversion']
1429955445.0	['india', 'launches', 'relief', 'rescue', 'ops', 'quakeravaged', 'nepal', 'india', 'mounted', 'massive', 'relief', 'rescue', 'operation']
1429955448.0	['india', 'launches', 'relief', 'rescue', 'ops', 'quakeravaged', 'nepal', 'india', 'mounted', 'massive', 'relief', 'rescue', 'operation']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429955451.0	['180', 'bodies', 'retrieved', 'dharahara', 'nepal', 'tower', 'alone', 'death', 'toll', 'crosses', '1000']
1429955454.0	['standby', 'carry', 'relief', 'materials', 'kathmandu', 'free', 'charge']
1429955454.0	['kathmandu', 'historic', 'dharahara', 'tower', 'flattened']
1429955466.0	['hundreds', 'perish', 'devastating', 'nepal', 'quake', 'buildings', 'crumble', 'deadly', 'avalanches', 'everest']
1429955478.0	['aside', 'human', 'tragedy', 'left', 'beautiful', 'dharahara', 'tower', 'unesco', 'world', 'heritage', 'site', 'also', 'destroyed']
1429955479.0	['earthquake', 'prep']
1429955483.0	['india', 'rushes', 'ndrf', 'personnel', 'relief', 'material', 'nepal']
1429955509.0	['check', 'donated', 'nepal', 'earthquake', 'relief', 'fund', 'via']
1429955518.0	['google', 'launches', 'person', 'finder', '2015']
1429955524.0	['flights', 'kathmandu', 'put', 'hold']
1429955535.0	['google', 'person', 'finder', 'launced', 'earthquake']
{'corrected_tags': 'B-volunteer', 'event_type': 'volunteer', 'event_id': 0, 'doc': 'NepalEQ'}
1429955592.0	['sending', 'disaster', 'response', 'team']
1429955597.0	['timesnow', 'around', '150', 'tonnes', 'equipment', 'flown', 'kathmandu', 'tonight', 'india', 'launches', 'relief', 'ops', 'qu']
1429955597.0	['live', 'updates']
1429955639.0	['collapsed', 'nepal', 'nine', 'story', 'dharahara', 'tower', 'built', '1832']
1429955639.0	['india', 'dispatches', 'major', 'general', 'sandhu', 'oversee', 'coordinate', 'indian', 'rescue', 'relief', 'operations', 'nepal']
1429955642.0	['serious', 'note']
1429955646.0	['incredible', 'indian', 'army', 'rescue', 'salut']
1429955647.0	['nepal', 'earthquake', 'topples', 'buildings', 'killing', '876']
1429955650.0	['nepal', 'quake', 'homes', 'offices', 'historic', 'buildings', 'flattened', 'earthquake', 'rocks', 'capital', 'via']
1429955665.0	['nytimes', 'nytimesworld', 'saturday', 'earthquake', 'collapsed', 'nepal', 'nine', 'story', 'dharahara', 'tower', 'built']
1429955668.0	['google', 'launches', 'person', 'finder', 'nepal', 'earthquake']
1429955671.0	['india', 'rushes', 'ndrf', 'personnel', 'relief', 'material', 'nepal']
1429955673.0	['india', 'launches', 'relief', 'rescue', 'ops', 'quakeravaged', 'nepal']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429955758.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955765.0	['nepal', 'earthquake', '17', 'globemaster', 'iii', 'carrying', '96', 'ndrf', 'personnel', '15', 'tonnes', 'load', 'vine']
1429955768.0	['timesnow', 'around', '150', 'tonnes', 'equipment', 'flown', 'kathmandu', 'tonight', 'india', 'launches', 'relief', 'ops', 'qu']
1429955779.0	['nytimesworld', 'saturday', 'earthquake', 'collapsed', 'nepal', 'nine', 'story', 'dharahara', 'tower', 'built', '1832']
1429955780.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'new', 'york', 'times']
1429955783.0	['great', 'initiative', 'google']
1429955785.0	['180', 'bodies', 'retrieved', 'tower', 'heart', 'capital']
1429955788.0	['really', 'sad', 'able', 'develop', 'app', 'mobile', 'number', 'finder', 'locator', 'could', 'helpful']
1429955792.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955814.0	['deep', 'condolences', 'nepal', 'singapore', 'sending', 'search', 'amp', 'rescue', 'disaster', 'relief', 'contingents', 'well', 'fin']
1429955815.0	['instructed', '1lakh', 'rail', 'neer', 'bottles', 'beng', 'despatched', 'kathmandu', 'relief', 'indian', 'railways']
1429955833.0	['nepal', 'disaster', 'management', 'amp', 'emergency', 'relief', 'american', 'red', 'cross']
1429955835.0	['magnitude', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429955836.0	['help', 'give', 'nepal', 'earthquake', 'relief', 'fund', 'raise', 'funds']
1429955837.0	['google', 'india', 'launched', 'person', 'finder', 'help', 'track', 'missing', 'persons', 'earthquake']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429955889.0	['family', 'friend', 'tower', 'middle', 'kathmandu', 'yesterday', 'today', 'collapsed', 'ground']
1429955890.0	['sri', 'lanka', 'send', 'emergency', 'relief', 'nepal']
1429955895.0	['nytimes', 'nytimesworld', 'saturday', 'earthquake', 'collapsed', 'nepal', 'nine', 'story', 'dharahara', 'tower', 'built']
1429955903.0	['180', 'bodies', 'retrieved', 'debris', 'nepal', 'historic', 'tower']
1429955931.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955934.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955935.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower']
1429955937.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955938.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955940.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955940.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955941.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955942.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'via']
1429955943.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955944.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955944.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955945.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955945.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955945.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955945.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'via']
1429955945.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955946.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955946.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955946.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955946.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955946.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955947.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955947.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955947.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955947.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955948.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955948.0	['always', '17000', 'rss', 'volunteers', 'hv', 'left', 'nepal', 'provide', 'relief', 'mullah', 'missionary', 'interested']
1429955949.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955950.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955951.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'via']
1429955951.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955951.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955951.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955952.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955952.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955952.0	['mashable', 'nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower']
1429955952.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara']
1429955952.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955952.0	['social', 'media', 'nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955952.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955955.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955956.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955956.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955957.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'histor']
1429955957.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955958.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower']
1429955958.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955959.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955959.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower']
1429955960.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955960.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
1429955961.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark', 'nepal', 'capital', 'kath']
1429955961.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955962.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955962.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955989.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955990.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955990.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955991.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429955991.0	['google', 'launches', 'person', 'finder', 'nepal', 'earthquake']
1429955993.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake', 'historic', 'dharahara', 'tower', 'landmark']
1429956002.0	['buildings', 'collapse', 'nepal', 'capital', 'quake', 'witnesses']
1429956003.0	['nepal', 'historic', 'dharahara', 'tower', 'collapses', 'massive', 'earthquake']
